Year,team,conference,total.games,total.wins,total.losses,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,sacks,tacklesForLoss,division,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2015,Syracuse,ACC,12,4,8,203.0,11.0,15.0,9.0,12.0,12.0,2.0,134.0,9.0,0.0,822.0,39.0,1881.0,306.0,164.0,11.0,19.0,64.0,577.0,21094.0,2.0,271.0,19.0,445.0,15.0,1958.0,54.0,164.0,3839.0,18.0,,,Atlantic,0,8,2,6,0,7,4,3,0,5,0,5,0
2015,TCU,Big 12,13,11,2,358.0,7.0,15.0,4.0,12.0,13.0,2.0,133.0,15.0,0.0,857.0,35.0,4517.0,517.0,326.0,7.0,39.0,94.0,922.0,24464.0,1.0,192.0,20.0,561.0,26.0,2800.0,86.0,199.0,7317.0,19.0,,,,0,9,7,2,0,6,6,0,0,6,4,2,0
2015,Temple,American Athletic,14,10,4,271.0,11.0,23.0,11.0,6.0,14.0,2.0,301.0,8.0,1.0,810.0,40.0,3038.0,439.0,250.0,16.0,20.0,81.0,773.0,27660.0,1.0,294.0,30.0,517.0,25.0,2096.0,87.0,212.0,5134.0,19.0,,,East,0,9,7,2,0,6,5,1,0,7,5,2,0
2015,Tennessee,SEC,13,9,4,293.0,13.0,17.0,7.0,7.0,13.0,1.0,208.0,5.0,3.0,902.0,27.0,2582.0,371.0,220.0,13.0,17.0,66.0,530.0,23820.0,3.0,567.0,35.0,617.0,32.0,2908.0,97.0,211.0,5490.0,12.0,,,East,0,8,5,3,0,7,5,2,0,4,2,2,0
2015,Texas,Big 12,12,5,7,202.0,6.0,15.0,8.0,12.0,12.0,1.0,239.0,6.0,0.0,929.0,48.0,1751.0,252.0,139.0,13.0,9.0,77.0,709.0,19526.0,1.0,279.0,23.0,529.0,27.0,2698.0,61.0,173.0,4449.0,14.0,,,,0,9,4,5,0,6,3,3,0,5,1,4,0
2015,Texas A&M,SEC,13,8,5,293.0,6.0,20.0,9.0,7.0,13.0,2.0,140.0,15.0,0.0,718.0,38.0,3323.0,482.0,273.0,11.0,25.0,83.0,713.0,22003.0,2.0,374.0,19.0,505.0,13.0,2198.0,88.0,208.0,5521.0,24.0,,,West,0,8,4,4,0,7,5,2,0,3,1,2,0
2015,Texas State,Sun Belt,12,3,9,256.0,16.0,26.0,9.0,11.0,12.0,0.0,73.0,12.0,1.0,832.0,42.0,2729.0,431.0,249.0,3.0,15.0,73.0,648.0,20845.0,1.0,183.0,16.0,470.0,24.0,2248.0,67.0,186.0,4977.0,21.0,,,,0,8,2,6,0,6,3,3,0,6,0,6,0
2015,Texas Tech,Big 12,13,7,6,368.0,11.0,23.0,8.0,10.0,13.0,2.0,168.0,15.0,2.0,1129.0,56.0,5046.0,620.0,389.0,15.0,39.0,91.0,826.0,21749.0,0.0,88.0,14.0,464.0,34.0,2487.0,105.0,203.0,7533.0,23.0,,,,0,9,4,5,0,6,4,2,0,5,3,2,0
2015,Toledo,Mid-American,12,10,2,268.0,10.0,22.0,4.0,10.0,12.0,1.0,175.0,10.0,0.0,888.0,41.0,3036.0,411.0,231.0,12.0,24.0,96.0,818.0,21271.0,0.0,252.0,25.0,492.0,26.0,2495.0,86.0,186.0,5531.0,14.0,,,West,0,8,6,2,0,6,4,2,0,5,5,0,0
2015,Troy,Sun Belt,12,4,8,226.0,7.0,19.0,8.0,13.0,12.0,1.0,89.0,11.0,0.0,530.0,30.0,2890.0,418.0,250.0,6.0,21.0,80.0,691.0,18928.0,1.0,235.0,23.0,381.0,14.0,1429.0,59.0,169.0,4319.0,19.0,,,,0,8,3,5,0,5,2,3,0,7,2,5,0
2015,Tulane,American Athletic,12,3,9,195.0,5.0,16.0,5.0,8.0,12.0,0.0,100.0,10.0,0.0,859.0,48.0,2415.0,403.0,205.0,8.0,18.0,70.0,641.0,20396.0,0.0,88.0,15.0,397.0,11.0,1389.0,63.0,184.0,3804.0,15.0,,,West,0,8,1,7,0,6,2,4,0,6,1,5,0
2015,Tulsa,American Athletic,13,6,7,332.0,14.0,26.0,12.0,14.0,13.0,4.0,325.0,8.0,0.0,687.0,38.0,4332.0,492.0,305.0,10.0,25.0,91.0,730.0,21632.0,0.0,114.0,9.0,591.0,33.0,2264.0,100.0,227.0,6596.0,20.0,,,West,0,8,3,5,0,6,3,3,0,6,3,3,0
2015,UCF,American Athletic,12,0,12,189.0,6.0,18.0,10.0,9.0,12.0,1.0,132.0,23.0,0.0,1492.0,65.0,2246.0,425.0,211.0,4.0,13.0,64.0,541.0,19869.0,0.0,72.0,13.0,356.0,4.0,975.0,50.0,172.0,3221.0,33.0,,,East,0,8,0,8,0,6,0,6,0,6,0,6,0
2015,UCLA,Pac-12,13,8,5,301.0,8.0,13.0,6.0,7.0,13.0,2.0,156.0,13.0,0.0,1103.0,49.0,3749.0,510.0,300.0,12.0,23.0,108.0,916.0,20223.0,0.0,219.0,20.0,459.0,26.0,2308.0,88.0,195.0,6057.0,19.0,,,South,0,9,5,4,0,6,4,2,0,6,4,2,0
2015,UMass,Mid-American,12,3,9,255.0,12.0,32.0,6.0,5.0,12.0,0.0,94.0,13.0,1.0,1196.0,60.0,3090.0,495.0,281.0,13.0,18.0,89.0,767.0,19429.0,0.0,114.0,14.0,392.0,15.0,1707.0,64.0,186.0,4797.0,19.0,,,East,0,8,2,6,0,6,1,5,0,6,2,4,0
2015,UNLV,Mountain West,12,3,9,254.0,5.0,19.0,4.0,8.0,12.0,2.0,301.0,13.0,0.0,717.0,34.0,2537.0,365.0,196.0,13.0,21.0,57.0,538.0,22383.0,0.0,66.0,12.0,500.0,20.0,2324.0,62.0,172.0,4861.0,17.0,,,West,0,8,2,6,0,6,2,4,0,6,1,5,0
2015,USC,Pac-12,14,8,6,308.0,17.0,26.0,5.0,9.0,14.0,2.0,284.0,7.0,0.0,984.0,54.0,3776.0,463.0,309.0,14.0,30.0,103.0,961.0,24548.0,2.0,255.0,27.0,527.0,26.0,2355.0,74.0,189.0,6131.0,12.0,,,South,0,10,6,4,0,7,5,2,0,5,3,2,0
2015,UT San Antonio,Conference USA,12,3,9,244.0,3.0,14.0,12.0,8.0,12.0,2.0,218.0,11.0,0.0,1453.0,70.0,2321.0,360.0,211.0,14.0,17.0,84.0,788.0,20557.0,0.0,98.0,20.0,510.0,16.0,2026.0,75.0,186.0,4347.0,23.0,,,West,0,8,3,5,0,6,1,5,0,6,2,4,0
2015,UTEP,Conference USA,12,5,7,211.0,9.0,18.0,13.0,7.0,12.0,2.0,116.0,10.0,0.0,809.0,42.0,2346.0,386.0,214.0,5.0,18.0,57.0,489.0,24225.0,1.0,149.0,20.0,447.0,8.0,1749.0,79.0,202.0,4095.0,23.0,,,West,0,8,3,5,0,5,3,2,0,7,2,5,0
2015,Utah,Pac-12,13,10,3,263.0,16.0,24.0,10.0,12.0,13.0,3.0,338.0,11.0,1.0,455.0,22.0,2340.0,352.0,224.0,22.0,15.0,72.0,693.0,25522.0,2.0,325.0,33.0,571.0,24.0,2379.0,82.0,200.0,4719.0,21.0,,,South,0,9,6,3,0,7,6,1,0,5,3,2,0
2015,Utah State,Mountain West,13,6,7,252.0,11.0,22.0,14.0,12.0,13.0,1.0,177.0,10.0,1.0,846.0,33.0,2672.0,403.0,229.0,10.0,21.0,83.0,766.0,22430.0,2.0,429.0,47.0,481.0,22.0,2146.0,66.0,188.0,4818.0,24.0,,,Mountain,0,8,5,3,0,6,5,1,0,6,1,5,0
2015,Vanderbilt,SEC,12,4,8,211.0,7.0,18.0,9.0,11.0,12.0,1.0,49.0,16.0,0.0,784.0,40.0,2062.0,376.0,192.0,6.0,11.0,73.0,566.0,23128.0,0.0,197.0,31.0,495.0,9.0,1856.0,76.0,205.0,3918.0,25.0,,,East,0,8,2,6,0,6,3,3,0,6,1,5,0
2015,Virginia,ACC,12,4,8,243.0,8.0,15.0,6.0,11.0,12.0,0.0,8.0,18.0,0.0,689.0,39.0,2859.0,413.0,252.0,4.0,21.0,91.0,766.0,23538.0,1.0,160.0,11.0,424.0,13.0,1737.0,74.0,178.0,4596.0,24.0,,,Coastal,0,8,3,5,0,7,4,3,0,5,0,5,0
2015,Virginia Tech,ACC,13,7,6,262.0,8.0,13.0,7.0,15.0,13.0,1.0,12.0,14.0,0.0,757.0,34.0,2936.0,394.0,223.0,10.0,24.0,96.0,816.0,24846.0,2.0,275.0,33.0,545.0,19.0,2070.0,74.0,193.0,5006.0,21.0,,,Coastal,0,8,4,4,0,6,2,4,0,6,4,2,0
2015,Wake Forest,ACC,12,3,9,227.0,7.0,17.0,6.0,5.0,12.0,0.0,46.0,18.0,0.0,437.0,25.0,2739.0,417.0,236.0,6.0,13.0,61.0,557.0,22427.0,0.0,90.0,25.0,417.0,12.0,1262.0,66.0,189.0,4001.0,24.0,,,Atlantic,0,8,1,7,0,6,1,5,0,6,2,4,0
2015,Washington,Pac-12,13,7,6,260.0,8.0,19.0,11.0,12.0,13.0,2.0,358.0,11.0,0.0,708.0,35.0,3110.0,396.0,245.0,15.0,17.0,71.0,651.0,23396.0,2.0,368.0,23.0,477.0,27.0,2130.0,64.0,169.0,5240.0,22.0,,,North,0,9,4,5,0,7,4,3,0,5,2,3,0
2015,Washington State,Pac-12,13,9,4,331.0,26.0,39.0,13.0,11.0,13.0,1.0,253.0,12.0,0.0,781.0,38.0,5059.0,738.0,500.0,13.0,41.0,70.0,499.0,23578.0,0.0,126.0,17.0,294.0,8.0,1046.0,77.0,192.0,6105.0,25.0,,,North,0,9,6,3,0,6,4,2,0,6,4,2,0
2015,West Virginia,Big 12,13,8,5,324.0,9.0,19.0,7.0,8.0,13.0,1.0,80.0,15.0,1.0,820.0,32.0,3269.0,429.0,232.0,23.0,26.0,87.0,910.0,23028.0,0.0,133.0,24.0,622.0,25.0,2967.0,81.0,209.0,6236.0,22.0,,,,0,9,4,5,0,7,6,1,0,5,1,4,0
2015,Western Kentucky,Conference USA,14,12,2,349.0,12.0,21.0,8.0,14.0,14.0,1.0,133.0,9.0,1.0,823.0,39.0,5211.0,554.0,398.0,17.0,50.0,83.0,810.0,25363.0,0.0,136.0,18.0,465.0,30.0,2158.0,88.0,185.0,7369.0,17.0,,,East,0,9,9,0,0,6,6,0,0,7,5,2,0
2015,Western Michigan,Mid-American,13,8,5,309.0,14.0,22.0,8.0,8.0,13.0,1.0,143.0,9.0,1.0,1102.0,51.0,3732.0,404.0,273.0,10.0,30.0,81.0,722.0,26925.0,0.0,88.0,10.0,526.0,28.0,2648.0,79.0,172.0,6380.0,17.0,,,West,0,8,6,2,0,6,4,2,0,6,3,3,0
2015,Wisconsin,Big Ten,13,10,3,274.0,6.0,8.0,5.0,9.0,13.0,0.0,120.0,13.0,1.0,555.0,28.0,2968.0,419.0,252.0,12.0,14.0,75.0,689.0,26410.0,0.0,211.0,29.0,512.0,27.0,1954.0,75.0,184.0,4922.0,18.0,,,West,0,8,6,2,0,7,5,2,0,4,4,0,0
2015,Wyoming,Mountain West,12,2,10,237.0,14.0,23.0,10.0,5.0,12.0,0.0,32.0,11.0,0.0,776.0,34.0,2247.0,308.0,183.0,5.0,20.0,75.0,681.0,21794.0,0.0,105.0,15.0,478.0,12.0,2081.0,52.0,156.0,4328.0,21.0,,,Mountain,0,8,2,6,0,6,2,4,0,6,0,6,0
2016,Air Force,Mountain West,13,10,3,302.0,8.0,15.0,9.0,8.0,13.0,1.0,145.0,8.0,1.0,508.0,20.0,1752.0,150.0,68.0,15.0,14.0,67.0,681.0,26564.0,1.0,99.0,10.0,827.0,39.0,4126.0,99.0,196.0,5878.0,17.0,30.0,71.0,Mountain,0,8,5,3,0,6,5,1,0,5,4,1,0
2016,Akron,Mid-American,12,5,7,232.0,10.0,21.0,8.0,5.0,12.0,1.0,107.0,14.0,0.0,683.0,37.0,3063.0,396.0,217.0,8.0,25.0,91.0,807.0,18707.0,3.0,298.0,18.0,380.0,13.0,1586.0,60.0,158.0,4649.0,22.0,16.0,61.0,East,0,8,3,5,0,6,2,4,0,6,3,3,0
2016,Alabama,SEC,15,14,1,315.0,10.0,17.0,10.0,11.0,15.0,6.0,398.0,9.0,0.0,547.0,28.0,3154.0,417.0,265.0,16.0,26.0,85.0,660.0,27839.0,4.0,528.0,36.0,639.0,33.0,3675.0,91.0,209.0,6829.0,19.0,54.0,118.0,West,0,9,9,0,0,7,7,0,0,4,4,0,0
2016,Appalachian State,Sun Belt,13,10,3,288.0,16.0,29.0,5.0,1.0,13.0,2.0,271.0,8.0,1.0,702.0,34.0,2327.0,334.0,203.0,20.0,16.0,79.0,750.0,26206.0,0.0,185.0,21.0,578.0,29.0,3262.0,59.0,175.0,5589.0,13.0,33.0,79.0,,0,8,7,1,0,6,5,1,0,6,4,2,0
2016,Arizona,Pac-12,12,3,9,245.0,5.0,18.0,9.0,8.0,12.0,0.0,32.0,12.0,0.0,516.0,33.0,2137.0,306.0,157.0,8.0,13.0,76.0,768.0,18605.0,0.0,56.0,12.0,509.0,26.0,2820.0,57.0,157.0,4957.0,21.0,22.0,59.0,South,0,9,1,8,0,7,3,4,0,4,0,4,0
2016,Arizona State,Pac-12,12,5,7,244.0,8.0,17.0,7.0,8.0,12.0,1.0,203.0,14.0,1.0,1213.0,57.0,3111.0,425.0,257.0,9.0,16.0,66.0,624.0,21822.0,1.0,248.0,23.0,475.0,27.0,1578.0,74.0,195.0,4689.0,21.0,27.0,84.0,South,0,9,2,7,0,6,4,2,0,6,1,5,0
2016,Arkansas,SEC,13,7,6,288.0,10.0,18.0,10.0,11.0,13.0,4.0,229.0,15.0,0.0,684.0,36.0,3434.0,406.0,247.0,10.0,26.0,80.0,680.0,27088.0,0.0,143.0,17.0,517.0,21.0,2135.0,70.0,176.0,5569.0,25.0,26.0,60.0,West,0,8,3,5,0,7,5,2,0,4,2,2,0
2016,Arkansas State,Sun Belt,13,8,5,242.0,15.0,26.0,8.0,10.0,13.0,1.0,136.0,9.0,0.0,575.0,27.0,3148.0,402.0,231.0,11.0,21.0,107.0,835.0,22645.0,2.0,287.0,39.0,517.0,19.0,1784.0,55.0,187.0,4932.0,17.0,43.0,132.0,,0,8,7,1,0,6,4,2,0,7,4,3,0
2016,Army,FBS Independents,13,8,5,276.0,20.0,33.0,12.0,5.0,13.0,0.0,98.0,10.0,0.0,486.0,29.0,925.0,112.0,51.0,17.0,7.0,57.0,504.0,25371.0,0.0,145.0,21.0,747.0,45.0,4245.0,81.0,160.0,5170.0,22.0,21.0,62.0,,0,0,0,0,0,5,3,2,0,5,3,2,0
2016,Auburn,SEC,13,8,5,286.0,10.0,21.0,8.0,6.0,13.0,0.0,83.0,6.0,0.0,438.0,23.0,2203.0,289.0,178.0,11.0,12.0,61.0,475.0,22761.0,0.0,171.0,16.0,645.0,33.0,3527.0,76.0,183.0,5730.0,14.0,25.0,83.0,West,0,8,5,3,0,8,6,2,0,4,2,2,0
2016,BYU,FBS Independents,13,9,4,299.0,12.0,19.0,7.0,10.0,13.0,3.0,372.0,12.0,0.0,700.0,33.0,2573.0,412.0,245.0,21.0,15.0,83.0,782.0,25477.0,0.0,204.0,24.0,544.0,28.0,2615.0,93.0,195.0,5188.0,19.0,29.0,74.0,,0,0,0,0,0,6,5,1,0,4,2,2,0
2016,Ball State,Mid-American,12,4,8,294.0,12.0,23.0,9.0,7.0,12.0,0.0,42.0,15.0,0.0,878.0,42.0,2750.0,436.0,263.0,7.0,14.0,48.0,426.0,22356.0,1.0,94.0,19.0,519.0,25.0,2640.0,88.0,195.0,5390.0,24.0,32.0,84.0,West,0,8,1,7,0,5,1,4,0,7,3,4,0
2016,Baylor,Big 12,13,7,6,330.0,26.0,46.0,12.0,10.0,13.0,2.0,310.0,15.0,0.0,670.0,35.0,3652.0,480.0,269.0,12.0,33.0,129.0,1068.0,21071.0,0.0,223.0,23.0,628.0,25.0,3143.0,94.0,222.0,6795.0,27.0,32.0,97.0,,0,9,3,6,0,6,4,2,0,5,2,3,0
2016,Boise State,Mountain West,13,10,3,300.0,9.0,17.0,10.0,2.0,13.0,1.0,114.0,8.0,0.0,635.0,31.0,3878.0,406.0,253.0,7.0,28.0,56.0,491.0,21857.0,0.0,159.0,24.0,493.0,29.0,2268.0,79.0,166.0,6146.0,18.0,41.0,80.0,Mountain,0,8,6,2,0,6,6,0,0,6,4,2,0
2016,Boston College,ACC,13,7,6,189.0,11.0,22.0,12.0,15.0,13.0,1.0,149.0,8.0,1.0,683.0,30.0,1869.0,296.0,150.0,12.0,14.0,90.0,746.0,26104.0,0.0,321.0,26.0,566.0,16.0,1938.0,66.0,211.0,3807.0,20.0,47.0,107.0,Atlantic,0,8,2,6,0,6,3,3,0,5,3,2,0
2016,Bowling Green,Mid-American,12,4,8,280.0,26.0,44.0,8.0,7.0,12.0,1.0,135.0,25.0,0.0,834.0,48.0,2713.0,449.0,243.0,9.0,19.0,70.0,696.0,20644.0,0.0,99.0,22.0,503.0,18.0,2170.0,55.0,181.0,4883.0,33.0,24.0,55.0,East,0,8,3,5,0,6,3,3,0,6,1,5,0
2016,Buffalo,Mid-American,12,2,10,220.0,7.0,16.0,8.0,8.0,12.0,0.0,0.0,11.0,0.0,878.0,54.0,2406.0,397.0,212.0,5.0,11.0,63.0,516.0,19422.0,0.0,107.0,16.0,426.0,12.0,1839.0,66.0,181.0,4245.0,19.0,21.0,61.0,East,0,8,1,7,0,6,2,4,0,6,0,6,0
2016,California,Pac-12,12,5,7,336.0,23.0,31.0,3.0,8.0,12.0,1.0,173.0,12.0,0.0,1072.0,56.0,4306.0,621.0,383.0,11.0,37.0,89.0,909.0,20403.0,0.0,65.0,17.0,414.0,16.0,1852.0,78.0,202.0,6158.0,15.0,18.0,51.0,North,0,9,3,6,0,6,4,2,0,5,0,5,0
2016,Central Michigan,Mid-American,13,6,7,257.0,7.0,13.0,8.0,5.0,13.0,4.0,178.0,16.0,0.0,1122.0,60.0,3589.0,471.0,280.0,13.0,23.0,62.0,630.0,25217.0,0.0,80.0,15.0,407.0,18.0,1507.0,76.0,183.0,5096.0,24.0,19.0,70.0,West,0,8,3,5,0,6,4,2,0,6,2,4,0
2016,Charlotte,Conference USA,12,4,8,237.0,16.0,33.0,9.0,6.0,12.0,1.0,155.0,6.0,0.0,1023.0,52.0,2313.0,413.0,214.0,16.0,17.0,88.0,818.0,20874.0,1.0,49.0,18.0,487.0,18.0,2114.0,63.0,196.0,4427.0,15.0,14.0,49.0,East,0,8,3,5,0,6,1,5,0,6,3,3,0
2016,Cincinnati,American Athletic,12,4,8,232.0,7.0,17.0,8.0,7.0,12.0,1.0,218.0,15.0,0.0,716.0,36.0,3071.0,453.0,259.0,17.0,19.0,55.0,544.0,19077.0,0.0,92.0,15.0,397.0,8.0,1418.0,69.0,182.0,4489.0,23.0,19.0,71.0,East,0,8,1,7,0,7,3,4,0,5,1,4,0
2016,Clemson,ACC,15,14,1,403.0,15.0,26.0,11.0,7.0,15.0,2.0,309.0,17.0,0.0,723.0,35.0,5009.0,629.0,422.0,20.0,45.0,95.0,870.0,27541.0,0.0,278.0,42.0,591.0,30.0,2546.0,117.0,233.0,7555.0,28.0,49.0,130.0,Atlantic,0,9,8,1,0,7,6,1,0,5,5,0,0
2016,Colorado,Pac-12,14,10,4,326.0,8.0,19.0,9.0,11.0,14.0,1.0,203.0,11.0,0.0,566.0,27.0,3563.0,469.0,289.0,15.0,21.0,76.0,661.0,25980.0,1.0,310.0,34.0,635.0,30.0,2557.0,104.0,236.0,6120.0,20.0,36.0,68.0,South,0,10,8,2,0,6,6,0,0,5,3,2,0
2016,Colorado State,Mountain West,13,7,6,292.0,13.0,23.0,8.0,5.0,13.0,1.0,85.0,7.0,0.0,711.0,35.0,3181.0,361.0,218.0,8.0,29.0,78.0,699.0,22858.0,1.0,174.0,25.0,539.0,30.0,2831.0,73.0,173.0,6012.0,15.0,29.0,82.0,Mountain,0,8,5,3,0,6,5,1,0,5,2,3,0
2016,Connecticut,American Athletic,12,3,9,205.0,11.0,23.0,8.0,4.0,12.0,0.0,6.0,11.0,0.0,740.0,39.0,2432.0,380.0,213.0,7.0,8.0,43.0,339.0,21509.0,0.0,21.0,3.0,418.0,11.0,1408.0,61.0,181.0,3840.0,19.0,17.0,54.0,East,0,8,1,7,0,7,3,4,0,5,0,5,0
2016,Duke,ACC,12,4,8,250.0,9.0,23.0,13.0,7.0,12.0,1.0,50.0,9.0,1.0,939.0,38.0,2833.0,427.0,269.0,9.0,16.0,56.0,446.0,20644.0,0.0,172.0,21.0,424.0,19.0,1698.0,73.0,168.0,4531.0,22.0,29.0,71.0,Coastal,0,8,1,7,0,6,3,3,0,6,1,5,0
2016,East Carolina,American Athletic,12,3,9,286.0,21.0,35.0,12.0,3.0,12.0,0.0,44.0,12.0,0.0,990.0,54.0,4016.0,554.0,359.0,5.0,26.0,60.0,521.0,21700.0,0.0,18.0,10.0,404.0,13.0,1589.0,76.0,193.0,5605.0,24.0,8.0,54.0,East,0,8,1,7,0,6,3,3,0,6,0,6,0
2016,Eastern Michigan,Mid-American,13,7,6,303.0,8.0,13.0,6.0,13.0,13.0,1.0,150.0,17.0,0.0,979.0,51.0,3849.0,519.0,309.0,11.0,25.0,76.0,773.0,24021.0,0.0,27.0,9.0,480.0,21.0,2068.0,95.0,203.0,5917.0,23.0,19.0,60.0,West,0,8,4,4,0,6,3,3,0,6,4,2,0
2016,Florida,SEC,13,9,4,235.0,7.0,15.0,7.0,8.0,13.0,4.0,321.0,15.0,1.0,580.0,26.0,2805.0,410.0,241.0,17.0,18.0,88.0,758.0,24357.0,0.0,242.0,32.0,452.0,11.0,1667.0,80.0,192.0,4472.0,22.0,31.0,80.0,East,0,9,6,3,0,5,5,0,0,5,2,3,0
2016,Florida Atlantic,Conference USA,12,3,9,247.0,7.0,18.0,7.0,5.0,12.0,1.0,84.0,13.0,0.0,1379.0,62.0,2521.0,366.0,215.0,10.0,9.0,63.0,570.0,19956.0,0.0,50.0,14.0,472.0,31.0,2258.0,58.0,171.0,4779.0,20.0,23.0,58.0,East,0,8,2,6,0,6,2,4,0,6,1,5,0
2016,Florida International,Conference USA,12,4,8,238.0,13.0,26.0,6.0,6.0,12.0,1.0,106.0,17.0,0.0,893.0,45.0,2720.0,407.0,238.0,6.0,19.0,64.0,574.0,22729.0,0.0,148.0,15.0,423.0,16.0,1821.0,61.0,170.0,4541.0,23.0,17.0,45.0,East,0,8,4,4,0,7,2,5,0,5,2,3,0
2016,Florida State,ACC,13,10,3,321.0,3.0,5.0,12.0,8.0,13.0,0.0,37.0,8.0,0.0,745.0,33.0,3433.0,421.0,244.0,15.0,23.0,100.0,948.0,25680.0,1.0,163.0,23.0,518.0,33.0,2630.0,74.0,170.0,6063.0,20.0,49.0,92.0,Atlantic,0,8,5,3,0,6,4,2,0,5,4,1,0
2016,Fresno State,Mountain West,12,1,11,206.0,8.0,23.0,5.0,3.0,12.0,0.0,0.0,13.0,0.0,877.0,41.0,2557.0,405.0,210.0,5.0,13.0,76.0,669.0,20744.0,0.0,159.0,24.0,440.0,11.0,1394.0,76.0,201.0,3951.0,18.0,14.0,55.0,West,0,8,0,8,0,6,1,5,0,6,0,6,0
2016,Georgia,SEC,13,8,5,261.0,7.0,13.0,10.0,12.0,13.0,1.0,108.0,9.0,1.0,585.0,29.0,2515.0,386.0,212.0,15.0,16.0,74.0,547.0,26296.0,1.0,245.0,25.0,533.0,18.0,2486.0,81.0,195.0,5001.0,19.0,29.0,62.0,East,0,8,4,4,0,6,3,3,0,4,3,1,0
2016,Georgia Southern,Sun Belt,12,5,7,248.0,8.0,18.0,9.0,10.0,12.0,0.0,45.0,9.0,0.0,1026.0,52.0,1868.0,264.0,147.0,9.0,13.0,91.0,772.0,23511.0,0.0,207.0,16.0,606.0,16.0,2690.0,82.0,187.0,4558.0,18.0,12.0,67.0,,0,8,4,4,0,5,3,2,0,7,2,5,0
2016,Georgia State,Sun Belt,12,3,9,201.0,5.0,14.0,8.0,7.0,12.0,2.0,91.0,15.0,1.0,737.0,32.0,2955.0,419.0,231.0,11.0,17.0,73.0,581.0,19050.0,0.0,10.0,7.0,336.0,10.0,1052.0,65.0,172.0,4007.0,23.0,18.0,47.0,,0,8,2,6,0,6,3,3,0,6,0,6,0
2016,Georgia Tech,ACC,13,9,4,231.0,11.0,22.0,11.0,6.0,13.0,1.0,137.0,4.0,1.0,578.0,27.0,1679.0,160.0,83.0,11.0,9.0,58.0,512.0,23625.0,0.0,131.0,12.0,611.0,34.0,3355.0,64.0,154.0,5034.0,15.0,18.0,57.0,Coastal,0,8,4,4,0,7,5,2,0,4,2,2,0
2016,Hawai'i,Mountain West,14,7,7,263.0,15.0,25.0,10.0,6.0,14.0,1.0,78.0,15.0,0.0,1403.0,65.0,3185.0,438.0,257.0,11.0,25.0,116.0,1003.0,24830.0,0.0,63.0,8.0,477.0,25.0,2293.0,64.0,183.0,5478.0,25.0,32.0,92.0,West,0,8,4,4,0,6,3,3,0,6,3,3,0
2016,Houston,American Athletic,13,9,4,312.0,19.0,30.0,10.0,11.0,13.0,2.0,132.0,15.0,1.0,783.0,37.0,3852.0,523.0,352.0,7.0,24.0,58.0,554.0,25790.0,0.0,73.0,19.0,561.0,29.0,1912.0,109.0,233.0,5764.0,25.0,39.0,101.0,West,0,8,5,3,0,6,6,0,0,5,2,3,0
2016,Idaho,Sun Belt,13,9,4,281.0,13.0,22.0,6.0,9.0,13.0,1.0,130.0,11.0,0.0,981.0,53.0,3240.0,432.0,265.0,17.0,19.0,73.0,680.0,25014.0,2.0,148.0,19.0,489.0,24.0,1925.0,72.0,182.0,5165.0,17.0,24.0,67.0,,0,8,6,2,0,5,4,1,0,7,4,3,0
2016,Illinois,Big Ten,12,3,9,180.0,7.0,16.0,11.0,11.0,12.0,1.0,133.0,9.0,0.0,754.0,40.0,2095.0,358.0,183.0,7.0,13.0,75.0,639.0,18713.0,0.0,101.0,24.0,353.0,14.0,1686.0,44.0,155.0,3781.0,20.0,28.0,97.0,West,0,9,2,7,0,7,2,5,0,5,1,4,0
2016,Indiana,Big Ten,13,6,7,279.0,7.0,27.0,11.0,9.0,13.0,2.0,142.0,18.0,0.0,1008.0,52.0,3559.0,456.0,263.0,13.0,21.0,79.0,686.0,21947.0,0.0,179.0,24.0,534.0,18.0,1979.0,81.0,203.0,5538.0,29.0,33.0,98.0,East,0,9,4,5,0,7,4,3,0,5,2,3,0
2016,Iowa,Big Ten,13,8,5,217.0,11.0,17.0,2.0,9.0,13.0,1.0,56.0,10.0,0.0,831.0,32.0,1991.0,310.0,175.0,9.0,17.0,65.0,538.0,23310.0,1.0,412.0,33.0,502.0,23.0,2234.0,56.0,173.0,4225.0,12.0,28.0,61.0,West,0,9,6,3,0,7,4,3,0,5,4,1,0
2016,Iowa State,Big 12,12,3,9,254.0,11.0,23.0,8.0,4.0,12.0,1.0,90.0,8.0,1.0,1017.0,44.0,3106.0,398.0,235.0,9.0,21.0,76.0,681.0,21353.0,0.0,226.0,25.0,458.0,18.0,1953.0,76.0,178.0,5059.0,16.0,19.0,80.0,,0,9,2,7,0,7,2,5,0,5,1,4,0
