Year,team,conference,total.games,total.wins,total.losses,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,sacks,tacklesForLoss,division,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2012,BYU,FBS Independents,13,8,5,299.0,20.0,28.0,8.0,10.0,13.0,1.0,149.0,17.0,0.0,616.0,26.0,3214.0,498.0,296.0,12.0,25.0,80.0,703.0,25850.0,0.0,258.0,31.0,505.0,22.0,1989.0,97.0,212.0,5203.0,25.0,,,,0,0,0,0,0,6,5,1,0,6,2,4,0
2012,Ball State,Mid-American,13,9,4,363.0,9.0,15.0,7.0,7.0,13.0,0.0,53.0,10.0,0.0,1056.0,45.0,3302.0,492.0,319.0,7.0,28.0,61.0,614.0,25045.0,0.0,177.0,17.0,543.0,24.0,2642.0,89.0,189.0,5944.0,17.0,,,West,0,8,6,2,0,5,4,1,0,7,5,2,0
2012,Baylor,Big 12,13,8,5,367.0,21.0,30.0,10.0,7.0,13.0,3.0,316.0,13.0,0.0,1039.0,50.0,4427.0,475.0,294.0,18.0,34.0,86.0,753.0,21513.0,0.0,144.0,15.0,597.0,38.0,3012.0,85.0,184.0,7439.0,23.0,,,,0,9,4,5,0,6,5,1,0,5,1,4,0
2012,Boise State,Mountain West,13,11,2,274.0,10.0,22.0,9.0,18.0,13.0,2.0,213.0,7.0,0.0,686.0,27.0,2901.0,394.0,263.0,18.0,20.0,58.0,535.0,24256.0,0.0,281.0,27.0,478.0,25.0,2186.0,78.0,176.0,5087.0,16.0,,,,0,8,7,1,0,6,5,1,0,6,5,1,0
2012,Boston College,ACC,12,2,10,235.0,5.0,18.0,11.0,9.0,12.0,0.0,80.0,13.0,0.0,859.0,49.0,3102.0,473.0,256.0,10.0,18.0,48.0,388.0,19322.0,1.0,282.0,13.0,345.0,7.0,1086.0,48.0,164.0,4188.0,24.0,,,Atlantic,0,8,1,7,0,6,2,4,0,6,0,6,0
2012,Bowling Green,Mid-American,13,8,5,247.0,8.0,23.0,5.0,12.0,13.0,2.0,147.0,13.0,0.0,775.0,39.0,2757.0,442.0,239.0,10.0,16.0,92.0,775.0,25560.0,1.0,277.0,26.0,453.0,19.0,1992.0,71.0,193.0,4749.0,18.0,,,East,0,8,6,2,0,6,5,1,0,6,3,3,0
2012,Buffalo,Mid-American,12,4,8,242.0,10.0,23.0,12.0,3.0,12.0,1.0,153.0,10.0,0.0,841.0,45.0,2391.0,380.0,196.0,13.0,17.0,73.0,741.0,20866.0,1.0,66.0,14.0,486.0,13.0,2119.0,63.0,186.0,4510.0,22.0,,,East,0,8,3,5,0,6,3,3,0,6,1,5,0
2012,California,Pac-12,12,3,9,239.0,4.0,13.0,17.0,9.0,12.0,1.0,159.0,13.0,0.0,1144.0,56.0,2499.0,366.0,212.0,14.0,13.0,99.0,996.0,19764.0,1.0,216.0,20.0,451.0,18.0,2190.0,56.0,160.0,4689.0,30.0,,,North,0,9,2,7,0,7,2,5,0,5,1,4,0
2012,Central Michigan,Mid-American,13,7,6,268.0,4.0,13.0,7.0,5.0,13.0,2.0,178.0,9.0,0.0,1214.0,54.0,3170.0,413.0,244.0,13.0,23.0,55.0,487.0,22881.0,0.0,31.0,13.0,415.0,22.0,1952.0,61.0,156.0,5122.0,16.0,,,West,0,8,4,4,0,7,3,4,0,5,3,2,0
2012,Cincinnati,Big East,13,10,3,265.0,4.0,8.0,8.0,12.0,13.0,2.0,303.0,11.0,0.0,839.0,34.0,3104.0,371.0,210.0,16.0,25.0,73.0,695.0,22866.0,0.0,252.0,26.0,492.0,25.0,2619.0,73.0,171.0,5723.0,19.0,,,,0,7,5,2,0,7,6,1,0,4,2,2,0
2012,Clemson,ACC,13,11,2,344.0,14.0,18.0,7.0,9.0,13.0,1.0,136.0,14.0,0.0,717.0,35.0,4181.0,474.0,318.0,13.0,40.0,66.0,561.0,22491.0,0.0,99.0,23.0,588.0,26.0,2484.0,106.0,206.0,6665.0,21.0,,,Atlantic,0,8,7,1,0,7,6,1,0,4,3,1,0
2012,Colorado,Pac-12,12,1,11,206.0,13.0,26.0,15.0,12.0,12.0,0.0,37.0,19.0,1.0,1195.0,57.0,2310.0,404.0,222.0,3.0,11.0,73.0,693.0,23475.0,0.0,89.0,16.0,425.0,16.0,1323.0,53.0,177.0,3633.0,34.0,,,South,0,9,1,8,0,6,0,6,0,5,1,4,0
2012,Colorado State,Mountain West,12,4,8,216.0,10.0,21.0,11.0,14.0,12.0,3.0,165.0,15.0,0.0,914.0,41.0,2522.0,351.0,206.0,7.0,17.0,75.0,685.0,19969.0,0.0,123.0,14.0,399.0,12.0,1542.0,53.0,155.0,4064.0,26.0,,,,0,8,3,5,0,6,3,3,0,5,0,5,0
2012,Connecticut,Big East,12,5,7,203.0,1.0,7.0,8.0,6.0,12.0,1.0,36.0,18.0,0.0,587.0,31.0,2760.0,388.0,219.0,6.0,10.0,56.0,466.0,22406.0,3.0,274.0,23.0,419.0,10.0,1055.0,64.0,177.0,3815.0,26.0,,,,0,7,2,5,0,6,3,3,0,6,2,4,0
2012,Duke,ACC,13,6,7,288.0,15.0,27.0,9.0,12.0,13.0,2.0,86.0,12.0,0.0,1043.0,57.0,3691.0,551.0,352.0,11.0,27.0,76.0,637.0,24388.0,2.0,358.0,25.0,439.0,18.0,1628.0,69.0,199.0,5319.0,21.0,,,Coastal,0,8,3,5,0,7,5,2,0,5,1,4,0
2012,East Carolina,Conference USA,13,8,5,286.0,11.0,15.0,8.0,12.0,13.0,1.0,88.0,14.0,1.0,972.0,49.0,3551.0,488.0,319.0,10.0,25.0,54.0,554.0,23884.0,0.0,188.0,22.0,459.0,23.0,1760.0,82.0,191.0,5311.0,22.0,,,East,0,8,7,1,0,6,5,1,0,6,3,3,0
2012,Eastern Michigan,Mid-American,12,2,10,200.0,8.0,16.0,6.0,9.0,12.0,1.0,100.0,15.0,0.0,1228.0,60.0,2054.0,308.0,159.0,7.0,19.0,70.0,634.0,21991.0,0.0,94.0,19.0,448.0,13.0,1950.0,53.0,163.0,4004.0,21.0,,,West,0,8,1,7,0,6,1,5,0,6,1,5,0
2012,Florida,SEC,13,11,2,227.0,7.0,11.0,10.0,10.0,13.0,2.0,276.0,5.0,1.0,835.0,36.0,1902.0,288.0,183.0,20.0,13.0,103.0,875.0,25216.0,1.0,249.0,20.0,539.0,22.0,2440.0,65.0,179.0,4342.0,15.0,,,East,0,8,7,1,0,7,7,0,0,4,4,0,0
2012,Florida Atlantic,Sun Belt,12,3,9,220.0,8.0,22.0,13.0,9.0,12.0,1.0,102.0,6.0,0.0,787.0,41.0,2851.0,416.0,265.0,8.0,18.0,77.0,616.0,23473.0,0.0,143.0,22.0,410.0,12.0,1347.0,77.0,186.0,4198.0,19.0,,,,0,8,2,6,0,5,2,3,0,7,1,6,0
2012,Florida International,Sun Belt,12,3,9,234.0,11.0,24.0,16.0,8.0,12.0,0.0,81.0,6.0,1.0,1438.0,60.0,2861.0,369.0,219.0,10.0,17.0,89.0,695.0,22742.0,1.0,198.0,24.0,489.0,20.0,1747.0,66.0,175.0,4608.0,22.0,,,,0,8,2,6,0,6,1,5,0,6,2,4,0
2012,Florida State,ACC,14,12,2,322.0,3.0,6.0,18.0,9.0,14.0,0.0,172.0,10.0,0.0,764.0,31.0,3709.0,428.0,288.0,11.0,24.0,89.0,809.0,27797.0,3.0,536.0,37.0,513.0,40.0,2882.0,69.0,163.0,6591.0,28.0,,,Atlantic,0,9,8,1,0,7,6,1,0,5,4,1,0
2012,Fresno State,Mountain West,13,9,4,304.0,16.0,32.0,12.0,13.0,13.0,6.0,374.0,8.0,0.0,995.0,48.0,4233.0,535.0,352.0,22.0,38.0,88.0,799.0,24446.0,1.0,228.0,26.0,471.0,19.0,1975.0,81.0,200.0,6208.0,20.0,,,,0,8,7,1,0,6,6,0,0,6,3,3,0
2012,Georgia,SEC,14,12,2,297.0,4.0,9.0,8.0,17.0,14.0,1.0,161.0,11.0,1.0,709.0,32.0,3991.0,399.0,254.0,13.0,37.0,96.0,749.0,24059.0,0.0,203.0,27.0,525.0,32.0,2556.0,85.0,179.0,6547.0,19.0,,,East,0,9,7,2,0,7,7,0,0,4,3,1,0
2012,Georgia Tech,ACC,14,7,7,302.0,23.0,37.0,13.0,9.0,14.0,1.0,131.0,8.0,2.0,1046.0,44.0,1818.0,194.0,102.0,16.0,12.0,67.0,539.0,28617.0,0.0,252.0,20.0,808.0,48.0,4357.0,88.0,194.0,6175.0,21.0,,,Coastal,0,9,5,4,0,7,4,3,0,5,2,3,0
2012,Hawai'i,Mountain West,12,3,9,207.0,10.0,26.0,20.0,7.0,12.0,1.0,79.0,13.0,3.0,1488.0,58.0,2277.0,399.0,207.0,9.0,12.0,71.0,648.0,21446.0,2.0,321.0,26.0,439.0,12.0,1303.0,63.0,184.0,3580.0,33.0,,,,0,8,1,7,0,6,3,3,0,6,0,6,0
2012,Houston,Conference USA,12,5,7,292.0,9.0,25.0,15.0,12.0,12.0,2.0,286.0,20.0,0.0,801.0,42.0,3941.0,591.0,337.0,19.0,27.0,74.0,634.0,19365.0,0.0,84.0,24.0,393.0,18.0,1814.0,81.0,197.0,5755.0,35.0,,,West,0,8,4,4,0,7,4,3,0,4,0,4,0
2012,Idaho,Western Athletic,12,1,11,188.0,8.0,18.0,17.0,13.0,12.0,0.0,112.0,22.0,1.0,839.0,49.0,2690.0,448.0,262.0,9.0,15.0,87.0,767.0,21623.0,0.0,17.0,17.0,350.0,3.0,1056.0,49.0,176.0,3746.0,39.0,,,,0,6,1,5,0,5,1,4,0,7,0,7,0
2012,Illinois,Big Ten,12,2,10,198.0,6.0,15.0,16.0,11.0,12.0,1.0,97.0,14.0,0.0,904.0,49.0,2026.0,354.0,223.0,7.0,11.0,71.0,595.0,22853.0,0.0,35.0,15.0,443.0,12.0,1504.0,59.0,173.0,3530.0,30.0,,,Leaders,0,8,0,8,0,7,2,5,0,5,0,5,0
2012,Indiana,Big Ten,12,4,8,272.0,11.0,22.0,3.0,6.0,12.0,0.0,113.0,13.0,1.0,973.0,44.0,3734.0,540.0,331.0,7.0,24.0,68.0,565.0,19048.0,0.0,57.0,14.0,399.0,21.0,1570.0,73.0,198.0,5304.0,16.0,,,Leaders,0,8,2,6,0,6,2,4,0,6,2,4,0
2012,Iowa,Big Ten,12,4,8,209.0,7.0,20.0,3.0,13.0,12.0,2.0,147.0,8.0,1.0,783.0,33.0,2249.0,389.0,223.0,10.0,7.0,55.0,491.0,21315.0,0.0,119.0,17.0,404.0,15.0,1476.0,64.0,176.0,3725.0,11.0,,,Legends,0,8,2,6,0,7,2,5,0,4,1,3,0
2012,Iowa State,Big 12,13,6,7,255.0,8.0,14.0,9.0,12.0,13.0,3.0,300.0,17.0,0.0,698.0,36.0,2783.0,458.0,266.0,14.0,28.0,63.0,552.0,21082.0,0.0,121.0,10.0,465.0,10.0,1951.0,76.0,198.0,4734.0,26.0,,,,0,9,3,6,0,7,3,4,0,5,3,2,0
2012,Kansas,Big 12,12,1,11,239.0,11.0,32.0,10.0,9.0,12.0,1.0,141.0,13.0,0.0,819.0,42.0,1784.0,313.0,148.0,11.0,7.0,45.0,360.0,23077.0,0.0,90.0,11.0,558.0,19.0,2540.0,60.0,186.0,4324.0,23.0,,,,0,9,0,9,0,6,1,5,0,6,0,6,0
2012,Kansas State,Big 12,13,11,2,281.0,5.0,8.0,3.0,13.0,13.0,2.0,270.0,9.0,2.0,1082.0,38.0,2696.0,315.0,203.0,18.0,16.0,49.0,403.0,25305.0,1.0,360.0,19.0,526.0,42.0,2522.0,80.0,160.0,5218.0,12.0,,,,0,9,8,1,0,7,7,0,0,5,4,1,0
2012,Kent State,Mid-American,14,11,3,264.0,15.0,22.0,7.0,15.0,14.0,2.0,154.0,11.0,3.0,1039.0,48.0,2275.0,358.0,198.0,23.0,14.0,73.0,653.0,25989.0,0.0,52.0,10.0,584.0,36.0,3161.0,69.0,197.0,5436.0,18.0,,,East,0,9,8,1,0,5,5,0,0,7,6,1,0
2012,Kentucky,SEC,12,2,10,216.0,3.0,22.0,6.0,7.0,12.0,0.0,32.0,10.0,0.0,1009.0,48.0,2115.0,387.0,220.0,5.0,13.0,55.0,496.0,18340.0,0.0,165.0,22.0,403.0,13.0,1665.0,71.0,178.0,3780.0,16.0,,,East,0,8,0,8,0,7,2,5,0,5,0,5,0
2012,LSU,SEC,13,10,3,242.0,4.0,7.0,10.0,15.0,13.0,3.0,274.0,7.0,0.0,744.0,31.0,2607.0,356.0,208.0,18.0,12.0,94.0,753.0,23809.0,2.0,327.0,36.0,527.0,29.0,2258.0,78.0,194.0,4865.0,17.0,,,West,0,8,6,2,0,8,7,1,0,4,3,1,0
2012,Louisiana,Sun Belt,13,9,4,268.0,8.0,11.0,13.0,8.0,13.0,1.0,114.0,9.0,0.0,861.0,47.0,3399.0,393.0,242.0,13.0,22.0,73.0,643.0,22954.0,1.0,127.0,21.0,480.0,33.0,2515.0,64.0,164.0,5914.0,22.0,,,,0,8,6,2,0,6,5,1,0,6,3,3,0
2012,Louisiana Monroe,Sun Belt,13,8,5,309.0,24.0,35.0,4.0,10.0,13.0,1.0,137.0,15.0,0.0,933.0,43.0,3779.0,539.0,343.0,16.0,33.0,70.0,567.0,23763.0,0.0,149.0,26.0,450.0,24.0,1847.0,98.0,209.0,5626.0,19.0,,,,0,8,6,2,0,5,3,2,0,6,4,2,0
2012,Louisiana Tech,Western Athletic,12,9,3,378.0,20.0,29.0,8.0,16.0,12.0,2.0,111.0,5.0,1.0,1186.0,50.0,4209.0,533.0,365.0,10.0,33.0,97.0,946.0,20101.0,0.0,121.0,28.0,521.0,47.0,2726.0,77.0,182.0,6935.0,13.0,,,,0,6,4,2,0,6,4,2,0,6,5,1,0
2012,Louisville,Big East,13,11,2,299.0,9.0,13.0,5.0,13.0,13.0,1.0,89.0,8.0,0.0,606.0,35.0,3849.0,456.0,307.0,11.0,27.0,81.0,693.0,25683.0,0.0,102.0,24.0,462.0,23.0,1589.0,92.0,185.0,5438.0,13.0,,,,0,7,5,2,0,7,6,1,0,5,4,1,0
2012,Marshall,Conference USA,12,5,7,353.0,12.0,23.0,8.0,9.0,12.0,1.0,73.0,12.0,0.0,1014.0,51.0,4381.0,607.0,424.0,9.0,39.0,78.0,726.0,21174.0,1.0,124.0,17.0,480.0,24.0,2030.0,113.0,207.0,6411.0,20.0,,,East,0,8,4,4,0,6,3,3,0,6,2,4,0
2012,Maryland,ACC,12,4,8,184.0,10.0,17.0,17.0,17.0,12.0,0.0,44.0,12.0,2.0,959.0,41.0,2181.0,304.0,165.0,4.0,17.0,48.0,435.0,23026.0,0.0,232.0,26.0,472.0,11.0,1236.0,52.0,174.0,3417.0,29.0,,,Atlantic,0,8,2,6,0,6,2,4,0,6,2,4,0
2012,Memphis,Conference USA,12,4,8,211.0,20.0,28.0,21.0,15.0,12.0,2.0,48.0,3.0,0.0,1141.0,50.0,1999.0,283.0,182.0,8.0,16.0,85.0,832.0,22629.0,1.0,300.0,26.0,489.0,18.0,1821.0,60.0,166.0,3820.0,24.0,,,East,0,8,4,4,0,6,3,3,0,6,1,5,0
2012,Miami,ACC,12,7,5,243.0,8.0,17.0,8.0,11.0,12.0,1.0,123.0,7.0,2.0,1235.0,46.0,3545.0,447.0,264.0,11.0,23.0,88.0,685.0,20178.0,0.0,118.0,18.0,371.0,19.0,1737.0,67.0,170.0,5282.0,15.0,,,Coastal,0,8,5,3,0,6,4,2,0,6,3,3,0
2012,Miami (OH),Mid-American,12,4,8,251.0,7.0,20.0,7.0,2.0,12.0,1.0,85.0,12.0,0.0,672.0,35.0,3584.0,495.0,311.0,12.0,26.0,57.0,443.0,22170.0,0.0,19.0,6.0,339.0,7.0,1039.0,69.0,176.0,4623.0,19.0,,,East,0,8,3,5,0,5,3,2,0,7,1,6,0
2012,Michigan,Big Ten,13,8,5,249.0,9.0,13.0,8.0,11.0,13.0,1.0,127.0,19.0,0.0,926.0,42.0,2591.0,318.0,169.0,7.0,20.0,62.0,628.0,24242.0,0.0,141.0,16.0,502.0,27.0,2389.0,87.0,173.0,4980.0,27.0,,,Legends,0,8,6,2,0,6,6,0,0,5,2,3,0
2012,Michigan State,Big Ten,13,7,6,252.0,6.0,11.0,8.0,6.0,13.0,0.0,157.0,10.0,0.0,707.0,41.0,2729.0,465.0,244.0,14.0,14.0,75.0,735.0,25894.0,0.0,208.0,26.0,492.0,13.0,1942.0,85.0,215.0,4671.0,18.0,,,Legends,0,8,3,5,0,7,2,5,0,5,4,1,0
2012,Middle Tennessee,Sun Belt,12,8,4,242.0,12.0,18.0,10.0,16.0,12.0,2.0,263.0,8.0,1.0,1129.0,44.0,2593.0,344.0,217.0,12.0,16.0,68.0,549.0,21028.0,0.0,54.0,18.0,468.0,19.0,2120.0,69.0,161.0,4713.0,18.0,,,,0,8,6,2,0,5,3,2,0,7,5,2,0
2012,Minnesota,Big Ten,13,6,7,229.0,7.0,16.0,7.0,7.0,13.0,2.0,125.0,15.0,0.0,842.0,41.0,2203.0,330.0,175.0,13.0,19.0,81.0,653.0,24811.0,0.0,233.0,31.0,517.0,14.0,1975.0,65.0,179.0,4178.0,22.0,,,Legends,0,8,2,6,0,7,4,3,0,5,2,3,0
2012,Mississippi State,SEC,13,8,5,265.0,13.0,21.0,7.0,14.0,13.0,2.0,336.0,10.0,1.0,1016.0,45.0,3091.0,424.0,249.0,19.0,28.0,61.0,517.0,23199.0,0.0,171.0,24.0,424.0,18.0,1866.0,57.0,164.0,4957.0,17.0,,,West,0,8,4,4,0,7,6,1,0,5,2,3,0
2012,Missouri,SEC,12,5,7,217.0,10.0,23.0,8.0,16.0,12.0,1.0,124.0,14.0,2.0,864.0,35.0,2615.0,414.0,228.0,7.0,15.0,67.0,519.0,21354.0,3.0,421.0,29.0,453.0,16.0,1662.0,62.0,186.0,4277.0,22.0,,,East,0,8,2,6,0,7,3,4,0,5,2,3,0
2012,NC State,ACC,13,7,6,283.0,14.0,27.0,16.0,8.0,13.0,1.0,192.0,17.0,2.0,1219.0,53.0,4031.0,569.0,330.0,16.0,31.0,87.0,656.0,23764.0,1.0,316.0,36.0,471.0,12.0,1444.0,95.0,230.0,5475.0,33.0,,,Atlantic,0,8,4,4,0,6,5,1,0,5,2,3,0
2012,Navy,FBS Independents,13,8,5,280.0,18.0,28.0,14.0,11.0,13.0,2.0,60.0,5.0,1.0,1034.0,44.0,1362.0,172.0,99.0,8.0,11.0,47.0,363.0,24199.0,0.0,105.0,12.0,700.0,28.0,3620.0,64.0,156.0,4982.0,19.0,,,,0,0,0,0,0,5,4,1,0,5,3,2,0
2012,Nebraska,Big Ten,14,10,4,330.0,7.0,11.0,22.0,10.0,14.0,3.0,205.0,13.0,0.0,908.0,42.0,2904.0,378.0,233.0,13.0,24.0,86.0,842.0,28264.0,1.0,270.0,29.0,662.0,33.0,3547.0,84.0,196.0,6451.0,35.0,,,Legends,0,9,7,2,0,7,7,0,0,5,3,2,0
2012,Nevada,Mountain West,13,7,6,377.0,18.0,28.0,12.0,12.0,13.0,1.0,107.0,10.0,0.0,891.0,42.0,3170.0,406.0,271.0,6.0,24.0,85.0,814.0,23710.0,0.0,242.0,16.0,674.0,41.0,3523.0,102.0,193.0,6693.0,22.0,,,,0,8,4,4,0,6,2,4,0,6,5,1,0
2012,New Mexico,Mountain West,13,4,9,253.0,13.0,27.0,10.0,14.0,13.0,2.0,233.0,4.0,2.0,956.0,40.0,895.0,154.0,79.0,11.0,5.0,62.0,501.0,26137.0,0.0,49.0,15.0,688.0,34.0,3911.0,66.0,168.0,4806.0,14.0,,,,0,8,1,7,0,6,2,4,0,7,2,5,0
2012,New Mexico State,Western Athletic,12,1,11,223.0,8.0,22.0,16.0,5.0,12.0,0.0,-5.0,11.0,1.0,951.0,44.0,2853.0,402.0,215.0,4.0,19.0,61.0,501.0,23531.0,0.0,15.0,13.0,389.0,11.0,1171.0,54.0,163.0,4024.0,27.0,,,,0,6,0,6,0,6,1,5,0,6,0,6,0
2012,North Carolina,ACC,12,8,4,292.0,14.0,21.0,11.0,9.0,12.0,2.0,180.0,7.0,1.0,1139.0,49.0,3501.0,441.0,287.0,16.0,29.0,90.0,772.0,20042.0,2.0,496.0,35.0,457.0,28.0,2326.0,71.0,170.0,5827.0,18.0,,,Coastal,0,8,5,3,0,7,6,1,0,5,2,3,0
2012,North Texas,Sun Belt,12,4,8,240.0,11.0,22.0,4.0,8.0,12.0,0.0,45.0,14.0,0.0,729.0,38.0,2629.0,375.0,214.0,11.0,14.0,52.0,520.0,23673.0,0.0,17.0,8.0,478.0,17.0,2077.0,59.0,180.0,4706.0,18.0,,,,0,8,3,5,0,5,3,2,0,7,1,6,0
2012,Northern Illinois,Mid-American,14,12,2,326.0,20.0,27.0,14.0,12.0,14.0,0.0,187.0,6.0,1.0,882.0,38.0,3239.0,410.0,245.0,15.0,26.0,82.0,762.0,23826.0,0.0,263.0,32.0,613.0,44.0,3335.0,95.0,204.0,6574.0,20.0,,,West,0,9,9,0,0,6,6,0,0,5,5,0,0
2012,Northwestern,Big Ten,13,10,3,291.0,8.0,15.0,8.0,16.0,13.0,2.0,243.0,7.0,0.0,647.0,31.0,2198.0,369.0,231.0,13.0,14.0,68.0,657.0,23538.0,2.0,331.0,20.0,595.0,31.0,2932.0,90.0,196.0,5130.0,15.0,,,Legends,0,8,5,3,0,7,6,1,0,5,3,2,0
2012,Notre Dame,FBS Independents,13,12,1,281.0,3.0,6.0,7.0,7.0,13.0,0.0,172.0,8.0,0.0,588.0,30.0,2896.0,388.0,226.0,16.0,14.0,71.0,550.0,24716.0,0.0,46.0,21.0,506.0,23.0,2462.0,82.0,177.0,5358.0,15.0,,,,0,0,0,0,0,7,7,0,0,4,4,0,0
2012,Ohio,Mid-American,13,9,4,300.0,10.0,20.0,5.0,12.0,13.0,1.0,51.0,5.0,1.0,968.0,45.0,3139.0,402.0,250.0,13.0,23.0,69.0,650.0,23694.0,0.0,287.0,30.0,596.0,24.0,2643.0,87.0,203.0,5782.0,10.0,,,East,0,8,4,4,0,6,5,1,0,6,3,3,0
2012,Ohio State,Big Ten,12,12,0,257.0,7.0,9.0,11.0,7.0,12.0,2.0,164.0,7.0,0.0,578.0,30.0,2178.0,278.0,161.0,14.0,17.0,84.0,774.0,21673.0,3.0,280.0,28.0,559.0,37.0,2907.0,67.0,158.0,5085.0,18.0,,,Leaders,0,8,8,0,0,8,8,0,0,4,4,0,0
2012,Oklahoma,Big 12,13,10,3,353.0,7.0,11.0,9.0,3.0,13.0,1.0,124.0,11.0,1.0,904.0,35.0,4374.0,571.0,376.0,13.0,30.0,74.0,598.0,25796.0,2.0,387.0,27.0,434.0,30.0,2098.0,96.0,185.0,6472.0,20.0,,,,0,9,8,1,0,6,4,2,0,5,5,0,0
2012,Oklahoma State,Big 12,13,8,5,348.0,7.0,14.0,6.0,11.0,13.0,0.0,146.0,16.0,2.0,1148.0,46.0,4312.0,495.0,312.0,11.0,34.0,83.0,777.0,21229.0,1.0,412.0,36.0,519.0,35.0,2799.0,85.0,184.0,7111.0,22.0,,,,0,9,5,4,0,7,6,1,0,5,1,4,0
2012,Ole Miss,SEC,13,7,6,291.0,13.0,18.0,11.0,13.0,13.0,0.0,199.0,18.0,1.0,861.0,43.0,3249.0,411.0,261.0,15.0,24.0,62.0,480.0,23057.0,0.0,134.0,27.0,551.0,25.0,2260.0,90.0,201.0,5509.0,29.0,,,West,0,8,3,5,0,7,4,3,0,5,2,3,0
2012,Oregon,Pac-12,13,12,1,356.0,20.0,31.0,10.0,14.0,13.0,4.0,502.0,9.0,1.0,702.0,35.0,2888.0,373.0,250.0,26.0,35.0,103.0,924.0,22188.0,1.0,268.0,19.0,685.0,48.0,4098.0,89.0,194.0,6986.0,19.0,,,North,0,9,8,1,0,7,6,1,0,5,5,0,0
2012,Oregon State,Pac-12,13,9,4,310.0,12.0,23.0,7.0,11.0,13.0,1.0,284.0,16.0,0.0,642.0,35.0,3992.0,504.0,315.0,20.0,27.0,79.0,724.0,25678.0,0.0,84.0,13.0,442.0,26.0,1617.0,60.0,174.0,5609.0,23.0,,,North,0,9,6,3,0,7,6,1,0,5,3,2,0
2012,Penn State,Big Ten,12,8,4,271.0,19.0,34.0,8.0,12.0,12.0,0.0,201.0,5.0,0.0,542.0,30.0,3283.0,456.0,272.0,10.0,24.0,63.0,584.0,23122.0,1.0,182.0,32.0,475.0,18.0,1727.0,83.0,195.0,5010.0,13.0,,,Leaders,0,8,6,2,0,7,5,2,0,5,3,2,0
2012,Pittsburgh,Big East,13,6,7,258.0,8.0,15.0,7.0,7.0,13.0,0.0,158.0,3.0,0.0,939.0,41.0,3341.0,395.0,258.0,15.0,21.0,87.0,746.0,24084.0,1.0,226.0,23.0,489.0,19.0,1730.0,75.0,189.0,5071.0,10.0,,,,0,7,3,4,0,6,4,2,0,6,2,4,0
2012,Purdue,Big Ten,13,6,7,266.0,16.0,27.0,13.0,11.0,13.0,3.0,237.0,14.0,1.0,1376.0,60.0,3100.0,482.0,296.0,14.0,30.0,74.0,662.0,24427.0,0.0,63.0,18.0,475.0,16.0,2131.0,81.0,204.0,5231.0,27.0,,,Leaders,0,8,3,5,0,7,4,3,0,5,2,3,0
2012,Rice,Conference USA,13,7,6,306.0,12.0,17.0,17.0,16.0,13.0,2.0,159.0,5.0,1.0,876.0,38.0,2933.0,401.0,236.0,11.0,19.0,72.0,660.0,26749.0,1.0,82.0,20.0,625.0,26.0,2623.0,100.0,220.0,5556.0,22.0,,,West,0,8,4,4,0,5,3,2,0,6,3,3,0
2012,Rutgers,Big East,13,9,4,215.0,3.0,10.0,6.0,14.0,13.0,2.0,173.0,16.0,0.0,557.0,24.0,2711.0,392.0,223.0,18.0,23.0,94.0,780.0,23974.0,1.0,140.0,31.0,431.0,6.0,1576.0,63.0,184.0,4287.0,22.0,,,,0,7,5,2,0,6,4,2,0,6,5,1,0
2012,SMU,Conference USA,13,7,6,249.0,5.0,16.0,8.0,17.0,13.0,8.0,557.0,15.0,0.0,692.0,30.0,3059.0,516.0,273.0,21.0,16.0,66.0,503.0,26330.0,0.0,205.0,22.0,400.0,22.0,1716.0,78.0,199.0,4775.0,23.0,,,West,0,8,5,3,0,7,5,2,0,5,1,4,0
2012,San Diego State,Mountain West,13,9,4,278.0,16.0,24.0,14.0,12.0,13.0,3.0,219.0,11.0,2.0,1005.0,42.0,2287.0,309.0,182.0,14.0,21.0,72.0,628.0,24628.0,0.0,114.0,15.0,578.0,30.0,2869.0,84.0,182.0,5156.0,25.0,,,,0,8,7,1,0,7,6,1,0,5,3,2,0
2012,San José State,Western Athletic,13,11,2,292.0,7.0,14.0,15.0,17.0,13.0,1.0,250.0,9.0,2.0,1059.0,42.0,4325.0,468.0,336.0,15.0,35.0,67.0,611.0,26328.0,0.0,66.0,17.0,446.0,17.0,1475.0,76.0,176.0,5800.0,24.0,,,,0,6,5,1,0,6,5,1,0,6,5,1,0
2012,South Alabama,Sun Belt,13,2,11,253.0,12.0,24.0,17.0,10.0,13.0,0.0,152.0,16.0,0.0,833.0,40.0,2728.0,449.0,244.0,11.0,16.0,96.0,877.0,23875.0,0.0,141.0,16.0,489.0,10.0,1606.0,66.0,204.0,4334.0,33.0,,,,0,8,1,7,0,6,2,4,0,7,0,7,0
